Word,Socialness,Concreteness,Valence_ext,Frequency,OLD,LDT_zRT,LDT_Accuracy,AoA.Rating,AoA.Test,WordType,zRTclean_mean,ACC,Hits,FalseAlarms,Hit_min_FA,Phonemes_no,phono_upoint,pld20_m,us_ldt_zrt_m,us_ldt_acc,us_ldt_zrtmdur_m,uk_ldt_zrt_m,uk_ldt_acc,uk_ldt_zrtmdur_m,sg_ldt_zrt_m,sg_ldt_acc,sg_ldt_zrtmdur_m,Length
suspend,2.608695652173913,2.74,0.6799999999999997,2.152,2.65,-0.51,1,9.11,6,NA,NA,NA,0.73,0.27,0.47,7,8,2.2,0.28288702,1,-0.690818203,0.295075853,1,-0.298138242,0.133443214,0.962962963,0.008161386,7
suspense,3.3043478260869565,1.85,0.2599999999999998,2.061,2.8,-0.593,1,9.53,8,Abstract,0.01,96.88%,0.58,0.42,0.17,7,7,2.65,0.393220107,0.96969697,-0.474149887,-0.015477886,0.964285714,-0.62302019,-0.081548721,1,-0.42408397,8
suspension,3.130434782608696,3.17,0.6500000000000004,2.348,3.2,-0.196,1,10.11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
sustain,3.4545454545454546,2.17,0.6799999999999997,2.137,2.45,-0.249,0.97,10.39,8,Abstract,0.34,96.77%,0.77,0.4,0.37,6,7,2.1,-0.363777278,0.970149254,-0.660514639,-0.332584169,0.964285714,-0.437010108,-0.337240683,1,-0.582744279,7
sustenance,3.5833333333333335,2.26,1,1.477,3.85,0.406,0.32,13.18,12,Abstract,0.04,71.88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
swag,4.75,3.14,0.3700000000000001,1.415,1.35,-0.292,0.77,12.95,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
swallow,1.84,3.89,0.5700000000000003,2.813,2.1,-0.432,0.97,5.17,2,Concrete,-0.21,96.77%,0.72,0.22,0.5,5,4,1.95,-0.428098829,1,-0.246419284,-0.422351099,1,0.133747609,-0.561543715,0.962962963,-0.177596589,7
swear,4.125,2.45,1.56,3.653,1.65,-0.533,0.97,7.21,4,Abstract,0.38,35.48%,0.68,0.11,0.57,4,5,1.45,-0.319853366,1,-0.130794953,-0.116197823,0.925925926,0.017267665,-0.445930425,0.943396226,0.196649446,5
sweater,1.8571428571428572,4.78,1.1900000000000004,2.848,1.8,-0.48,0.97,5.22,2,Concrete,-0.64,96.77%,0.77,0.12,0.65,6,5,1.95,-0.627321198,0.96969697,0.223055733,-0.52473694,0.947368421,0.292478302,-0.582067744,0.981818182,-0.021349061,7
sweatshirt,2.526315789473684,4.93,1.2400000000000002,2.083,4.4,-0.157,0.97,5,NA,Concrete,-0.68,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
sweatshop,4.318181818181818,4.07,2.47,1.462,3.9,-0.24,0.97,11.33,13,Concrete,-0.41,87.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
sweetheart,5.857142857142857,2.79,2.84,3.515,3.75,-0.229,0.97,6.26,2,NA,NA,NA,NA,NA,NA,8,5,3.95,-0.175751823,0.984848485,-0.656193702,-0.029091103,0.859649123,-0.472590059,-0.10500932,0.981818182,-0.336724772,10
sweetie,4.636363636363637,2.54,2.5599999999999996,3.437,2.65,-0.365,0.97,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
sweetness,2.9130434782608696,2.83,2.37,2.225,2.8,-0.411,0.97,6.89,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
swell,2.090909090909091,3.31,0.04999999999999982,3.026,1.6,-0.408,0.97,7.42,6,NA,NA,NA,0.85,0.26,0.59,4,5,1.55,-0.443404156,0.955882353,-0.105436692,-0.297875377,0.927272727,-0.143255803,-0.760912305,0.962264151,-0.350859415,5
swift,2.3181818181818183,3.04,0.8300000000000001,2.297,1.9,-0.645,0.97,7.79,2,NA,NA,NA,0.86,0.29,0.57,5,6,1.95,-0.425230799,0.984848485,-0.694902502,-0.507177472,1,-0.238411732,-0.85724928,0.927272727,-0.046461115,5
swimsuit,2.1818181818181817,4.78,1.0499999999999998,2.009,4,-0.223,1,5.61,2,Concrete,-0.59,100.00%,NA,NA,NA,7,5,3.6,-0.093623692,0.985294118,-0.914319112,0.110062044,0.981481481,-0.898342514,0.137661275,0.924528302,-0.563231755,8
swindle,5.105263157894737,2.68,2,1.568,2.05,-0.281,0.97,11.06,6,NA,NA,NA,0.62,0.1,0.52,6,7,2.05,-0.390582799,0.867647059,0.180924117,-0.213948507,0.854545455,0.19942638,-0.143840256,0.905660377,-0.180116516,7
swindler,5.2272727272727275,3.37,2.67,1.477,2.55,-0.264,0.88,11.67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
swinger,5.086956521739131,3.29,0.6299999999999999,1.58,1.8,-0.296,0.94,13.74,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
swirl,1.7272727272727273,3.93,1.4500000000000002,1.672,1.9,-0.413,0.97,6.67,2,Concrete,0.22,67.74%,0.86,0.26,0.6,5,6,1.85,-0.247108614,0.861538462,0.356328086,0.299584389,0.928571429,-0.062180395,-0.345275399,0.796296296,-0.083771326,5
swish,2.0952380952380953,3.04,0.79,1.919,1.85,0.022,0.88,9.89,12,NA,NA,NA,NA,NA,NA,4,4,1.6,0.059373461,0.818181818,0.117745259,-0.080831697,0.807017544,0.160284047,-0.325826435,0.87037037,-0.064647374,5
switch,2.2857142857142856,4.07,0.29000000000000004,3.157,1.75,-0.752,0.91,4.78,2,Concrete,-0.21,76.67%,0.64,0.33,0.31,4,5,1.4,-0.436060674,0.984848485,-0.098915193,-0.669965233,0.964285714,-0.754248957,-0.396200113,0.890909091,0.33785561,6
switchblade,2,5,1.5499999999999998,1.362,4.6,-0.01,1,10.32,6,Concrete,-0.41,93.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
switchboard,2.4545454545454546,4.61,0.13999999999999968,1.771,4.2,-0.451,0.97,8.56,4,Concrete,-0.47,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
swoon,4.095238095238095,3,0.7599999999999998,1.505,1.8,-0.346,0.76,12.17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
swoop,2.05,3.19,0.16000000000000014,1.898,1.7,-0.381,0.91,6.11,6,NA,NA,NA,0.8,0.34,0.46,4,4,1.5,-0.149936721,0.757575758,0.37217386,0.045619764,0.771929825,0.044740869,-0.104356099,0.722222222,0.595095618,5
sword,2.52,4.93,0.2699999999999996,3.126,1.8,-0.682,0.97,5.45,2,Concrete,-0.58,100.00%,0.91,0.15,0.76,4,5,1.55,-0.204975482,0.757575758,0.521033494,0.430984437,0.807017544,0.463528093,0.08785297,0.727272727,0.257424199,5
swordfish,1.5,4.89,1.1500000000000004,1.724,3.75,-0.177,1,9.33,2,Concrete,-0.66,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
swordplay,4.5,4.09,0.05999999999999961,1.398,3.85,0.136,0.82,10,12,Concrete,-0.07,90.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
swordsman,3.36,4.7,0.25,1.813,3.3,0.172,0.88,9.78,10,Concrete,-0.58,100.00%,NA,NA,NA,8,5,2.95,-0.033656969,0.938461538,0.032398234,0.291395819,0.928571429,0.185859127,0.097897254,0.777777778,0.076772441,9
syllable,1.380952380952381,3.26,0.04999999999999982,1.633,2.65,-0.171,0.91,8.1,2,NA,NA,NA,NA,NA,NA,7,7,2.1,-0.191754139,0.850746269,-0.19630051,-0.334345526,0.859649123,0.266385628,-0.294165855,0.981481481,-0.152842343,8
syllabus,3.409090909090909,4.07,0.13999999999999968,1.462,3.7,-0.134,0.94,13.74,14,Concrete,0.61,65.63%,NA,NA,NA,7,7,2.7,-0.338878178,0.911764706,-0.72711975,-0.116784269,0.945454545,-0.572381329,-0.377428709,0.924528302,-0.461829111,8
symbol,2.9583333333333335,3.11,0.6699999999999999,2.643,2.75,-0.583,1,7.26,4,NA,NA,NA,0.7,0.25,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
symbolic,3.652173913043478,2.11,1.4800000000000004,1.903,3.2,-0.338,1,10.37,8,Abstract,0.1,83.87%,NA,NA,NA,8,7,3.7,-0.266477642,1,-0.756137563,-0.060173095,0.98245614,-0.636067501,-0.116515776,1,-0.955449145,8
symbolism,4.304347826086956,1.41,1.62,1.58,3.15,-0.332,0.94,10.74,8,Abstract,-0.19,90.00%,NA,NA,NA,10,7,3.55,-0.112904182,0.970149254,-0.65664566,-0.005325182,0.944444444,-0.415307514,0.124902788,0.943396226,-0.471328418,9
symbolize,3.5454545454545454,2.4,0.75,1.342,3.2,-0.131,1,9.76,8,Abstract,-0.03,100.00%,NA,NA,NA,8,7,2.7,-0.081066364,1,-0.815999285,-0.220393055,0.963636364,-0.956342061,0.089598271,0.981132075,-1.190224219,9
symmetrical,2.347826086956522,3.61,0.7599999999999998,1.491,3.75,-0.035,1,10.83,12,Concrete,1.47,31.25%,NA,NA,NA,10,9,3.55,-0.202602885,1,-0.550894267,0.150020476,1,-0.456606367,0.135923898,1,-0.513135812,11
symmetry,1.7391304347826086,2.79,0.2699999999999996,1.623,3.4,-0.066,0.94,11.39,12,NA,NA,NA,NA,NA,NA,7,5,2.65,-0.512751159,0.940298507,-0.145097746,-0.426259514,0.981481481,-0.2419352,-0.418958052,1,-0.202057378,8
sympathetic,5.2727272727272725,1.77,1.67,2.29,4,0.018,0.94,9.39,6,Abstract,-0.33,96.88%,NA,NA,NA,10,11,3.9,0.241932661,0.96969697,-1.039745206,0.071309897,1,-0.969638985,0.020466312,1,-0.406149432,11
sympathize,5.818181818181818,1.54,1,1.903,4.25,0.086,0.97,9.42,6,Abstract,-0.2,93.55%,NA,NA,NA,8,7,3.2,0.096820729,0.909090909,-1.168006534,0.366380385,1,-1.33700451,0.188123747,0.945454545,-0.976828258,10
sympathy,6.136363636363637,1.88,1.5700000000000003,2.63,3.5,-0.419,0.91,8.79,6,Abstract,-0.33,100.00%,NA,NA,NA,7,7,2.5,-0.470687414,1,-0.354526601,-0.135543016,0.981818182,-0.435895255,-0.493024297,0.981132075,-0.582402996,8
symphonic,3.25,2.83,1.4500000000000002,1.362,3.65,0.219,0.88,13.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
symphony,4.8,4.21,2.1500000000000004,2.26,3.4,-0.172,1,8.33,6,Concrete,-0.15,87.10%,NA,NA,NA,7,5,2.75,-0.020879554,1,0.072295577,-0.220612749,0.964912281,0.043064206,-0.247111731,1,-0.251796181,8
symposium,5.714285714285714,3.58,0.13999999999999968,1.556,3.85,0.249,0.82,14.82,14,Concrete,0.97,56.25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
symptom,3.5238095238095237,3.19,1.67,1.987,3.3,-0.491,0.97,8.68,6,NA,NA,NA,0.65,0.1,0.55,7,8,2.85,-0.048183098,0.953846154,0.086361071,0.089894003,0.642857143,0.474466793,-0.125321179,0.962962963,-0.104702669,7
symptomatic,4.142857142857143,2.04,1,1.477,4.3,0.661,0.81,11.26,NA,Abstract,1.05,90.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
synagogue,5.7727272727272725,4.54,0.15000000000000036,1.699,4.3,0.035,0.82,11.73,8,Concrete,0.33,67.74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
synaptic,2.3684210526315788,2.54,0.4299999999999997,NA,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
sync,3.5833333333333335,2.38,1.21,2.228,2,0.128,0.85,13.22,NA,Abstract,0.44,64.52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
synchronize,4.086956521739131,2.73,1.2599999999999998,1.544,4.35,-0.07,0.87,11.53,12,NA,NA,NA,NA,NA,NA,9,10,3.8,-0.06619877,0.984615385,-1.096215762,-0.124459575,1,-1.314003187,0.003677953,1,-1.063924283,11
syndicate,5.904761904761905,2.33,0.6500000000000004,2.013,2.95,0.095,0.88,15.42,10,Abstract,0.46,83.87%,NA,NA,NA,8,5,3.4,-0.073422396,0.970149254,-0.667717876,-0.07904826,0.929824561,-0.412582763,-0.010218726,0.87037037,-0.459286881,9
syndrome,3.636363636363636,2.48,0.6699999999999999,2.506,3.95,-0.308,0.97,11.72,14,Abstract,0.81,58.06%,0.7,0.17,0.53,7,5,3.2,-0.139764136,0.867647059,-0.071310033,0.20361597,0.87037037,-0.024023523,-0.037725638,0.943396226,-0.128672709,8
synonymous,2.3043478260869565,2.22,0.2400000000000002,1.462,4.35,-0.107,0.94,11.53,12,Abstract,0.06,96.77%,NA,NA,NA,9,5,3.45,-0.176686123,0.954545455,-0.806494761,0.267584918,0.982142857,-1.083595599,0.043421057,1,-0.983430845,10
synthesizer,2.3043478260869565,4.04,0.16000000000000014,1.447,4.15,0.115,0.94,10.89,NA,Concrete,0.37,74.19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
synthetic,2,3,0.2400000000000002,2.111,3.3,-0.119,0.94,10.68,6,NA,NA,NA,NA,NA,NA,8,5,3.5,0.118805255,0.924242424,-0.183307575,0.23157793,0.964912281,-0.450724412,-0.044817621,1,-0.53261865,9
syphilis,3.75,3.93,2.83,1.996,3.8,0.335,0.85,14.67,10,Concrete,0.12,90.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
syrup,1.4583333333333333,4.76,1.4400000000000004,2.417,2.35,-0.437,0.97,5.42,6,Concrete,-0.57,100.00%,0.78,0.08,0.7,5,5,1.85,-0.592937702,1,-0.06517044,-0.388360296,1,0.034716641,-0.468961712,0.981481481,-0.324611746,5
system,4.208333333333333,2.94,0.5,3.669,2.7,-0.363,1,9.9,6,NA,NA,NA,0.57,0.18,0.38,6,7,2.15,-0.063413571,0.985294118,0.036227067,-0.160232389,1,0.02780557,-0.256688651,0.981132075,0.007415071,6
systematic,3.12,2,0.3799999999999999,1.491,3.55,-0.151,1,12.11,8,Abstract,-0.08,90.63%,NA,NA,NA,10,9,3.6,0.07950951,1,-1.063300811,0.031681642,0.98245614,-0.787273902,0.229360391,0.981481481,-0.976542657,10
tabasco,1.7272727272727273,4.59,0.5,NA,NA,NA,NA,NA,NA,Concrete,0.04,93.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
table,2.375,4.9,0.4900000000000002,3.731,1.55,-0.539,1,4.39,2,Concrete,-1,93.75%,0.7,0.18,0.52,5,6,1.65,-0.988784967,0.955882353,-0.033957996,-1.081684789,1,0.03792304,-0.787669536,1,-0.286201864,5
tablecloth,2.1904761904761907,4.85,0.33000000000000007,1.69,4.2,-0.199,1,6.26,2,Concrete,-0.69,100.00%,NA,NA,NA,9,6,4.65,-0.231844325,1,-0.856964685,-0.325346985,1,-0.627177148,-0.43137851,0.944444444,-1.128469882,10
tablet,3.1904761904761907,4.82,1.21,1.887,1.85,-0.559,1,6.83,2,Concrete,-0.7,100.00%,0.75,0.23,0.52,6,5,2.35,-0.73184574,0.984848485,-0.3808398,-0.738844161,0.98245614,-0.193878993,-0.830476904,1,-0.057403679,6
tabloid,4.590909090909091,4.07,0.16000000000000014,1.756,2.9,0.016,0.88,10.95,12,Concrete,-0.14,83.87%,0.68,0.08,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
taboo,5.75,1.67,0.46999999999999975,1.799,1.95,-0.276,0.97,12.26,10,Abstract,-0.04,64.52%,0.8,0.12,0.68,4,4,1.85,-0.75245125,1,-0.369491354,-0.628878615,0.962962963,0.29191082,-0.831674284,0.943396226,-0.032730712,5
tackle,3.3333333333333335,4.28,0.3799999999999999,2.342,1.85,-0.474,0.97,9.3,6,Concrete,-0.11,83.87%,0.8,0.3,0.5,5,4,1.7,-0.898384187,0.984615385,0.055165294,-1.161366787,0.964912281,0.345338233,-0.726626383,0.925925926,-0.060145201,6
tacky,3.217391304347826,2.58,1.3199999999999998,2.13,1.85,-0.355,1,9.26,12,NA,NA,NA,NA,NA,NA,4,4,1.4,-0.752195323,0.893939394,0.378332424,-0.786764605,0.859649123,0.525638868,-0.744647473,0.909090909,0.136782058,5
tact,3.5238095238095237,1.76,0.71,1.756,1.55,-0.324,0.88,10.42,10,Abstract,0.43,67.74%,0.65,0.22,0.43,4,5,1.55,-0.326188977,0.925373134,0.423499337,-0.372825867,0.857142857,0.424374079,-0.65191238,0.740740741,0.57538869,4
tactful,4.478260869565218,2.21,1.1799999999999997,1.477,2.85,0.028,0.94,10.16,10,Abstract,0.29,87.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
tactic,3.6666666666666665,2.1,0.7000000000000002,1.903,2.25,-0.104,0.85,11,NA,Abstract,0.21,81.25%,0.66,0.31,0.35,6,6,2.4,-0.347630859,0.96969697,-0.023563488,-0.592615932,0.947368421,-0.15940949,-0.442965926,0.890909091,0.207906669,6
tactical,2.9565217391304346,2.08,0.04999999999999982,2.45,2.65,-0.013,0.82,11.75,8,Abstract,0.15,86.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
taffy,2.5,4.79,0.9500000000000002,2.09,2.1,-0.186,0.76,7.44,2,Concrete,-0.07,74.19%,0.78,0.08,0.7,4,3,1.7,-0.377309447,0.617647059,0.232959841,-0.537633951,0.574074074,0.468717573,-0.389897672,0.566037736,0.530934053,5
tailgate,3.4210526315789473,3.93,0.1900000000000004,1.38,3.4,-0.285,0.91,11.28,8,Concrete,-0.09,90.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
taint,2.6666666666666665,2.19,1.23,1.613,1.75,-0.061,0.88,9.84,13,Abstract,0.42,74.19%,0.86,0.32,0.54,4,3,1.6,-0.678386194,0.939393939,-0.197001916,-0.489373583,0.789473684,0.528842947,-0.255265409,0.888888889,0.762290003,5
take,3.8095238095238098,3.06,0.17999999999999972,4.984,1.1,-0.848,0.94,4.37,2,NA,NA,NA,0.46,0.19,0.27,3,4,1,-0.946770695,0.970149254,0.006553217,-0.772260159,0.981481481,0.301531092,-0.731324373,0.943396226,0.191498117,4
takeoff,2.5,3.41,0.5,2.1,3.2,-0.265,0.94,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
takeover,4.12,2.83,1.29,1.909,3.4,-0.557,0.94,10.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
taker,4.454545454545454,2.3,1.83,1.672,1.5,-0.381,1,7.9,10,Abstract,0.45,34.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
tale,3.72,3.23,0.9500000000000002,2.788,1,-0.605,0.97,6.32,2,NA,NA,NA,0.69,0.12,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
talent,4.5,2.19,1.2999999999999998,3.125,1.95,-0.669,1,7,4,Abstract,0.55,74.19%,0.78,0.18,0.6,6,7,1.9,-0.750571985,1,-0.404478342,-0.729129231,0.981481481,-0.020129181,-0.453461573,0.886792453,-0.12839356,6
talented,4.826086956521739,2.04,2.95,2.765,2.65,-0.436,0.97,8.25,NA,Abstract,-0.08,83.87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
talisman,2.863636363636364,4.15,0.6799999999999997,1.875,2.85,0.155,0.79,12.67,14,Concrete,-0.08,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
talkative,5.904761904761905,3,0.5599999999999996,1.672,3.6,-0.146,0.97,8,2,NA,NA,NA,NA,NA,NA,7,5,3,-0.563950727,0.940298507,-0.674651628,-0.658739044,0.981481481,-0.911301985,-0.599236489,1,-0.653367569,9
talker,6.05,4.39,0.4500000000000002,1.964,1.7,-0.381,1,5.74,2,Concrete,-0.55,87.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
tall,3.0434782608695654,3.36,1.71,3.217,1.1,-0.597,1,4.95,2,NA,NA,NA,0.56,0.14,0.42,3,3,1,-0.836045278,0.985074627,0.029313985,-0.335240843,0.87037037,0.306945125,-0.699511663,0.716981132,0.110957922,4
tally,2.5714285714285716,3.07,0.2599999999999998,2.253,1.6,-0.059,0.91,10.16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
talon,1.9,4.8,0.05999999999999961,1.756,1.9,-0.084,0.71,10.53,10,Concrete,-0.2,100.00%,0.75,0.18,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
tambourine,1.9565217391304348,4.86,1.0999999999999996,1.663,4.5,0.252,0.9,6.53,12,Concrete,-0.15,96.77%,NA,NA,NA,8,7,3.1,0.109623603,0.910447761,-0.331823115,-0.216310465,0.87037037,-0.797150706,-0.133421746,0.79245283,-0.274586836,10
tamer,3.772727272727273,2.64,0.4800000000000004,1.38,1.75,-0.277,0.56,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
tamper,4.105263157894737,3.04,1.67,1.415,1.65,-0.246,0.85,11.26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
tangerine,2.1739130434782608,4.81,1.8099999999999996,1.591,3.05,-0.124,0.97,8.15,4,Concrete,-0.36,93.55%,NA,NA,NA,8,6,3.15,-0.275373165,0.953846154,-0.605511311,0.035637736,0.929824561,-0.695716677,-0.086405519,0.87037037,-0.141176008,9
tangible,3.136363636363636,2.77,0.6299999999999999,1.756,2.75,-0.044,0.88,11.61,10,NA,NA,NA,NA,NA,NA,8,7,2.55,-0.565301676,0.984615385,-0.217965709,-0.664363716,1,-0.177063858,-0.755461379,1,-0.474233518,8
tangle,2.473684210526316,3.96,1.0499999999999998,1.732,1.65,-0.643,1,6.32,2,Concrete,0.31,90.63%,0.78,0.33,0.45,6,7,1.6,-0.592290894,0.984848485,0.012744844,-0.629170483,0.947368421,0.07152369,-0.564300633,0.981481481,-0.072994637,6
tantrum,4.15,3.37,1.85,1.663,2.95,-0.126,0.84,6.65,8,NA,NA,NA,0.78,0.28,0.5,7,5,2.75,-0.353365327,0.954545455,0.132082018,-0.364626137,0.894736842,0.306120278,-0.401894614,0.981818182,0.174494385,7
tapestry,1.4782608695652173,4.52,0.6500000000000004,1.568,3.3,-0.135,0.91,10.95,10,Concrete,-0.07,78.13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
tapeworm,1.5909090909090908,4.93,2.81,1.556,3.65,0.064,0.97,11.11,10,Concrete,-0.53,100.00%,NA,NA,NA,7,4,2.95,-0.290332155,0.865671642,-0.047844582,-0.244703034,0.929824561,-0.058009904,-0.278043308,0.888888889,-0.232938057,8
tapioca,1.8636363636363635,4.64,0.4800000000000004,1.505,3.55,0.267,0.62,9.16,6,Concrete,0.01,93.75%,NA,NA,NA,7,4,3.9,-0.164742842,0.954545455,-0.119506174,-0.4514698,0.982142857,-0.338472362,-0.548380147,0.963636364,-0.611603119,7
tar,1.2777777777777777,4.78,1.1,2.207,1,-0.492,0.94,7.22,4,Concrete,-0.57,96.88%,0.75,0.04,0.71,3,4,1,-0.225312388,0.897058824,0.358860466,-0.510775657,0.777777778,0.413334108,-0.565489185,0.867924528,0.445552386,3
tarantula,1.9545454545454544,4.83,1.63,1.672,4.2,0.295,0.76,7.76,8,Concrete,-0.38,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
tardiness,4.111111111111111,2.47,2.05,1.362,2.8,-0.158,0.97,8.72,4,Abstract,0.29,93.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
tardy,4,2.31,1.5299999999999998,1.771,1.9,-0.471,0.94,7.32,4,Abstract,-0.12,93.55%,0.58,0.15,0.43,5,6,1.8,-0.474397321,0.909090909,0.461325796,-0.599784098,0.894736842,0.132370759,-0.648266263,0.909090909,0.127496843,5
tarot,3.9473684210526314,3.4,1.1,1.792,1.9,-0.067,0.74,11.94,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
tart,2.6,3.27,0.4299999999999997,2.09,1.2,-0.514,0.94,8.26,6,NA,NA,NA,0.8,0.23,0.57,4,5,1.25,-0.541309254,0.911764706,0.313565826,-0.177269379,0.672727273,0.52086746,-0.274875688,0.773584906,0.640724796,4
task,3.636363636363636,2.84,1.0499999999999998,2.813,1.55,-0.677,1,7.89,4,NA,NA,NA,0.61,0.42,0.19,4,5,1.6,-0.563543961,0.984615385,0.075346583,-0.485985368,0.947368421,-0.004181959,-0.802803211,1,0.109781617,4
tassel,1.2777777777777777,4.73,0.04999999999999982,1.447,1.95,0.04,0.85,9.35,8,Concrete,-0.05,80.65%,0.78,0.12,0.67,5,5,1.65,-0.431302037,0.764705882,0.586827203,-0.509920817,0.836363636,0.677845421,-0.235626426,0.716981132,0.36960408,6
tasteful,3.5217391304347827,2.21,1.8899999999999997,1.845,2.7,-0.447,1,9.06,12,Abstract,-0.43,56.25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
tasteless,2.6666666666666665,2.54,1.75,1.663,2.85,-0.449,1,9.53,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
tasty,3.0434782608695654,2.86,1.8899999999999997,2.509,1.75,-0.511,1,5.4,2,NA,NA,NA,NA,NA,NA,5,5,1.85,-0.81904429,1,-0.495651961,-0.871843429,1,-0.183631721,-0.907387107,0.981132075,-0.455732432,5
tattoo,3.4,4.71,0.5499999999999998,2.786,2.8,-0.49,1,7.79,2,Concrete,-0.84,96.77%,0.87,0.18,0.68,4,3,1.9,-0.627938215,1,-0.342136087,-0.863425636,1,-0.00247411,-0.896497995,0.981132075,-0.421474473,6
taunt,5.526315789473684,2.93,1.6,1.518,1.6,-0.256,0.97,8.06,12,NA,NA,NA,0.81,0.36,0.45,4,5,1.45,-0.359184865,0.818181818,0.424897142,0.002315918,0.807017544,0.59821074,-0.618654018,0.796296296,0.409859436,5
taxpayer,5.041666666666667,4.14,0.9500000000000002,1.477,3.65,-0.531,1,10.35,4,Concrete,-0.39,96.88%,NA,NA,NA,8,5,3.6,-0.111329428,0.910447761,-0.385558022,-0.129663142,1,-0.122711411,-0.067260068,0.944444444,-0.342059823,8
